Name,Naics Code Description,Address,City,County,State,Zip Code,"Excess Food Estimate, Low (tons per year)"
L &H Catering,Caterers,1510 Belle Pointe Blvd,La Place,St. John the Baptist,LA,70068,1.44
L A Absolutely Gourmet Catering,Caterers,1606 Glendon Ave,Los Angeles,Los Angeles,CA,90024,2.63
L A Catering,Caterers,670 Harmon Ave,Columbus,Franklin,OH,43223,21.20
L and L - C Catering,Caterers,3407 Red River St,Austin,Travis,TX,78705,6.32
L and L Catering Inc,Caterers,1721 Bluebird Ln,Mound,Hennepin,MN,55364,7.26
L and M Catering,Caterers,49 Hemison CT 19,Pikesville,Baltimore,MD,21208,1.53
"L and M Gourmet Foods On The Go, LLC",Caterers,32787 Duff Rd,Walker,Livingston,LA,70785,9.34
L C Copper Grill,Caterers,845 S 100 E,Provo,Utah,UT,84606,1.68
"L Corte, Dominic",Caterers,7135 73rd Pl,Glendale,Queens,NY,11385,21.62
L Julia Maze Catering LLC,Caterers,802 Lafayette Ave,Camden,Kershaw,SC,29020,6.48
L L Catering,Caterers,37 W 1st St,Waconia,Carver,MN,55387,3.55
L Mari Catering LLC,Caterers,2200 Gilbert Ave Unit 1,Cincinnati,Hamilton,OH,45206,6.91
L R Caterers Cherrington,Caterers,1000 Cherrington Pkwy,Coraopolis,Allegheny,PA,15108,1.44
L R Wechsler Limited,Caterers,8595 Beechmont Ave Ll5,Cincinnati,Hamilton,OH,45255,0.49
L V Events & Catering LLC,Caterers,3368 Pecos Cir,Montgomery,Kendall,IL,60538,1.44
L&G Catering,Caterers,13457 Reis St,Whittier,Los Angeles,CA,90605,8.77
L&J Liquid Catering LLC,Caterers,123 E Lakeshore Dr,Panama City Beach,Bay,FL,32413,1.44
L&R Catering LLC,Caterers,589 Boulevard Way,Piedmont,Alameda,CA,94610,5.79
L&R Catering LLC,Caterers,7255 Toccoa Cir,Union City,Fulton,GA,30291,1.44
"L&R Catering, LLC",Caterers,7730 Shaw Ave,New Orleans,Orleans,LA,70127,13.50
L.A. Reception Hall,Caterers,2938 W Fairmount Ave,Phoenix,Maricopa,AZ,85017,8.28
L.A. Roots Catering,Caterers,29432 Promontory Pl,Agoura Hills,Los Angeles,CA,91301,7.67
"L.A. Spice, LLC",Caterers,5651 W Manchester Ave,Los Angeles,Los Angeles,CA,90045,10.96
"L.A.B. Concessions & Catering, LLC",Caterers,550 Riverside Dr,North Grosvenordale,Windham,CT,06255,5.04
L.A.S.A. Catering Corp.,Caterers,195 Main St,Amagansett,Suffolk,NY,11930,1.31
L.O.V.e Catering & Events,Caterers,5420 Hillcrest Dr,Los Angeles,Los Angeles,CA,90043,7.67
L.O.V.E. Premier Catering & Events,Caterers,5420 Hillcrest Dr,Los Angeles,Los Angeles,CA,90043,7.67
"L.P.M. Holding Company, Inc.","Cafeterias, Grill Buffets, and Buffets",580 Main St Ste 1,Bolton,Worcester,MA,01740,1.57
L.V.F. Snacks Inc.,Mobile Food Services,244 Union St,Lawrence,Nassau,NY,11559,0.40
La America Caterers,Caterers,3247 NW 7th St Ste 33125,Miami,Miami-Dade,FL,33125,4.09
La Antioquena Cafeteria Corp,"Cafeterias, Grill Buffets, and Buffets",3023 W Waters Ave,Tampa,Hillsborough,FL,33614,1.74
La Banque De Sleuve LLC,Caterers,321 Saint John St,Havre De Grace,Harford,MD,21078,1.20
La Banquets LLC,Caterers,109 E Harvard St Ste 304,Glendale,Los Angeles,CA,91205,27.60
La Barca Cafeteria Corp.,"Cafeterias, Grill Buffets, and Buffets",3831 NW 62nd CT,Virginia Gardens,Miami-Dade,FL,33166,1.68
La Bayou Boys Catering and Logistics,Caterers,281 Ponchitolawa Dr,Covington,St. Tammany,LA,70433,1.73
La Bella Mangia & Catering LLC,Caterers,110 Packetts Lndg,Fairport,Monroe,NY,14450,0.97
"La Belle Creole Catering, LLC",Caterers,6409 Plainview Rd,Gurnee,Lake,IL,60031,2.44
"La Belle Cuisine Catering, LLC",Caterers,368 Avalon Dr,South San Francisco,San Mateo,CA,94080,11.53
La Bendicion Cafeteria,"Cafeterias, Grill Buffets, and Buffets",1132 S A St,Lake Worth,Palm Beach,FL,33460,10.32
"La Blaze Catering, LLC",Caterers,3320 Woodys Ln,Richmond,Chesterfield,VA,23234,1.44
La Bodega Catering,Caterers,1506 E Taro Ln,Phoenix,Maricopa,AZ,85024,5.66
La Bodega Catering Hall Corp,Caterers,4238 3rd Ave,Bronx,Bronx,NY,10457,1.44
La Boite,Mobile Food Services,724 11th Ave,New York,New York,NY,10019,14.15
"La Bonita, Inc",Caterers,2839 Ne Alberta St,Portland,Multnomah,OR,97211,14.85
La Boriquena Deli/Catering LLC,Caterers,3436 Ascot CT,Woodbridge,Prince William,VA,22192,1.44
La Botana The Snack Bar LLC,Snack and Nonalcoholic Beverage Bars,206 N 1st St,Abbotsford,Clark,WI,54405,5.94
La Cafeteria & Morla,"Cafeterias, Grill Buffets, and Buffets",767 State St,Bridgeport,Fairfield,CT,06604,15.37
La Cafeteria Corp,"Cafeterias, Grill Buffets, and Buffets",9113 31st Ave,East Elmhurst,Queens,NY,11369,
La Cafeteria Del Burro Corp,"Cafeterias, Grill Buffets, and Buffets",6402 Myrtle Ave,Glendale,Queens,NY,11385,1.44
La Cafeteria Inc,"Cafeterias, Grill Buffets, and Buffets",10932 Vanowen St,North Hollywood,Los Angeles,CA,91605,12.06
La Calentana Food Truck LLC,Mobile Food Services,104 S 26th St,Decatur,Macon,IL,62521,0.38
"La Caridad Cafeteria of South Florida, Corp.","Cafeterias, Grill Buffets, and Buffets",18172 NW 2nd Ave,Miami,Miami-Dade,FL,33169,1.44
La Caridad Catering,Caterers,3050 NW 93rd St,Miami,Miami-Dade,FL,33147,7.62
"La Casa Del Chef, Inc.",Caterers,220 Main St,Ridgefield Park,Bergen,NJ,07660,6.50
La Cascias Catering,Caterers,418 Main St,Medford,Middlesex,MA,02155,5.64
La Casella Catering LLC,Caterers,820 SE 6th St,Ocala,Marion,FL,34471,1.58
La Catering Limited Partnership,Caterers,6504 Arizona Ave,Los Angeles,Los Angeles,CA,90045,1.48
La Cayenne,Caterers,50 Alan Rd,Spring Valley,Rockland,NY,10977,1.64
La Chapanita Catering,Caterers,623 Central Ave S,Kent,King,WA,98032,13.80
"La Chiquita Foods, Inc.",Mobile Food Services,6756 Burbage Landing Cir,Suffolk,Suffolk city,VA,23435,14.67
"La Classe Akt Caterers, Llc.",Caterers,1059 E 231st St,Bronx,Bronx,NY,10466,4.98
La Cocina Atelier Catering Service LLC,Caterers,101 2nd St Ste 500,Holly Hill,Volusia,FL,32117,13.12
La Cocina Restaurant & Catering,Caterers,201 W College Ave,Silver City,Grant,NM,88061,4.08
La Complaziente Cafeteria,"Cafeterias, Grill Buffets, and Buffets",808 SE 8th St,Hialeah,Miami-Dade,FL,33010,14.15
La Conquista,Caterers,8600 N Loop Blvd Ste A,California City,Kern,CA,93505,9.35
"La Costa Cafeteria, Inc","Cafeterias, Grill Buffets, and Buffets",1855 S State Rd,Fort Lauderdale,Broward,FL,33317,1.44
La Country Cuisine,Caterers,34 N Cherry Ln,York,York,PA,17401,0.74
La Creme,Caterers,401 W Franklin St,Monterey,Monterey,CA,93940,1.76
La Cucina D'Amore Catering LLC,Caterers,495 Monmouth Ave,Brick,Ocean,NJ,08723,7.38
La Cucina Di Capri Catering Services,Caterers,4220 N Landar Dr,Lake Worth,Palm Beach,FL,33463,1.14
La Cuisine Personal Chef,Caterers,1940 N Hudson Ave APT 3,Chicago,Cook,IL,60614,6.71
La Culinary,Caterers,1111 S Placentia Ave,Fullerton,Orange,CA,92831,2.49
"La Culinary, Inc.",Caterers,2241 Canonita Dr,La Habra Heights,Orange,CA,90631,8.31
La Dac Catering Services,Caterers,3450 Halliday Ave,Saint Louis,St. Louis city,MO,63118,1.14
La Dee Da Catering,Caterers,7423 Antoine Dr,Houston,Harris,TX,77088,6.88
La Delicosa Cafeteria,"Cafeterias, Grill Buffets, and Buffets",1002 E 24th St,Hialeah,Miami-Dade,FL,33013,
La Diva Cucina Inc,Caterers,9 Island Ave APT 609,Miami Beach,Miami-Dade,FL,33139,8.62
La Dolce Nola,Snack and Nonalcoholic Beverage Bars,829 Hidalgo St,New Orleans,Orleans,LA,70124,5.60
La Dolce Via Catering,Caterers,9852 Costa Del Sol Blvd,Doral,Miami-Dade,FL,33178,0.95
"La Dona Cafeteria, Inc","Cafeterias, Grill Buffets, and Buffets",445 NW 12th Ave,Miami,Miami-Dade,FL,33128,9.79
La Donna's Catering,Caterers,121 Cap Dr,London,Laurel,KY,40744,6.40
La Esquina Catering LLC,Caterers,636 Broadway Rm 512,New York,New York,NY,10012,1.44
"La Esquina Latina Cafeteria, Inc.","Cafeterias, Grill Buffets, and Buffets",8741 NW 142nd St,Miami Lakes,Miami-Dade,FL,33018,7.62
La Esquinita Habanera Cafe,"Cafeterias, Grill Buffets, and Buffets",495 W 29th St,Hialeah,Miami-Dade,FL,33012,2.19
La Esquinita Habenera Restaurant,"Cafeterias, Grill Buffets, and Buffets",200 SW 107th Ave,Miami,Miami-Dade,FL,33174,7.56
La Estrella Food Truck,Mobile Food Services,10458 San Pablo Ave,El Cerrito,Contra Costa,CA,94530,0.38
La Estrella Food Truck LLC,Mobile Food Services,1009 Bergenline Ave Ste A,Union City,Hudson,NJ,07087,6.24
La Estrelle Catering,Caterers,125 W 3rd St,La Joya,Hidalgo,TX,78560,4.51
"La Famiglia Catering, LLC",Caterers,553 E 3rd St,Williamsport,Lycoming,PA,17701,1.40
La Famiglia Snacks Inc.,Mobile Food Services,244 Abingdon Ave,Staten Island,Richmond,NY,10308,6.24
La Familia Caterers LLC,Caterers,3974 SW 129th St,Ocala,Marion,FL,34473,1.70
La Familia Catering,Caterers,2791 24th St,Sacramento,Sacramento,CA,95818,0.87
La Familia Food Truck LLC,Mobile Food Services,62 Clauss St,Carteret,Middlesex,NJ,07008,6.24
La Familia Snack Bar,Snack and Nonalcoholic Beverage Bars,12221 Stagecoach Rd,Little Rock,Pulaski,AR,72210,8.51
"La Feria De Las Flores, LLC",Caterers,3417 W North Ave,Chicago,Cook,IL,60647,0.48
La Fete,Caterers,6943 Oakridge Dr,Gladstone,Clackamas,OR,97027,9.04
La Fetta Restaurant & Bakery,Caterers,200 S Lake Ave,Crandon,Forest,WI,54520,5.11
"La Fiesta Cafeteria, Inc.","Cafeterias, Grill Buffets, and Buffets",2570 W 12th Ave,Hialeah,Miami-Dade,FL,33010,4.58
La Fiesta Catering,Caterers,15025 W Aster Dr,Surprise,Maricopa,AZ,85379,2.26
La Fine Bouche Catering,Caterers,2 Grove Ln,Randolph,Norfolk,MA,02368,8.26
La Flaca Cafeteria LLC,"Cafeterias, Grill Buffets, and Buffets",2186 NW 13th Ave Unit 2,Miami,Miami-Dade,FL,33142,1.44
La Fogato Resturant,Caterers,319 De La Vina Way,Salinas,Monterey,CA,93901,1.54
La Fonda Caterers,Caterers,350 Northaven St,San Antonio,Bexar,TX,78229,1.44
"La Fontaine Bleu, LLC",Caterers,7514 Ritchie Hwy,Glen Burnie,Anne Arundel,MD,21061,9.04
La Fontaine LLC,Caterers,2708 NW Mill Pond Rd,Portland,Washington,OR,97229,6.50
La Fontaine Reception Hall,Caterers,7758 W Tidwell Rd,Houston,Harris,TX,77040,1.76
La Fontaine Reception Hall,Caterers,15234 Olmstead Park Dr,Cypress,Harris,TX,77429,0.34
La Forchetta Catering LLC,Caterers,2443 Fillmore St,San Francisco,San Francisco,CA,94115,12.42
La Frontera Cafe,"Cafeterias, Grill Buffets, and Buffets",1183 E 100 S,St George,Washington,UT,84790,11.84
La Fuente Banquet Hall L.L.C.,Caterers,2514 W 51st St,Chicago,Cook,IL,60632,1.31
La Gals LLC,Caterers,4610 Verdugo Rd,Los Angeles,Los Angeles,CA,90065,1.44
La Gastronomie Catering,Caterers,1075 W 3rd St,Dubuque,Dubuque,IA,52001,1.20
La Gondola,Caterers,1300 State Rt 17 Ste 11,Ramsey,Bergen,NJ,07446,3.91
La Grande Cuisine,Caterers,9254 S Euclid Ave,Chicago,Cook,IL,60617,1.24
La Grande Fete,Caterers,112 Ullman CT,NAPA,Napa,CA,94559,11.04
La Guadalupana,Mobile Food Services,41 SW 6th St,Pompano Beach,Broward,FL,33060,5.53
La Hacienda,Caterers,3136 Ambssdor Cffery Pkwy,Lafayette,Lafayette,LA,70506,1.23
La Hacienda Catering,Caterers,1199 Avenida Central,The Villages,Lake,FL,32159,1.44
La Hispana Cafeteria,"Cafeterias, Grill Buffets, and Buffets",1802 40th Ter SW Ste 3,Naples,Collier,FL,34116,0.79
La Isabela Cafeteria,"Cafeterias, Grill Buffets, and Buffets",5635 Memorial Hwy,Tampa,Hillsborough,FL,33615,10.49
"La Jefa Food Truck, LLC",Mobile Food Services,21413 Yerba Blvd,California City,Kern,CA,93505,0.38
La Jolla Ballroom,Caterers,301 Alcazar Ave,Coral Gables,Miami-Dade,FL,33134,14.15
La Loma,Caterers,1837 E 38th St,Minneapolis,Hennepin,MN,55407,15.39
La Louisiana Banquet Hall LLC,Caterers,5317 C Viator Rd,New Iberia,Iberia,LA,70560,8.28
La Luna Banquet Hall Inc.,Caterers,972 N Vermont Ave,Los Angeles,Los Angeles,CA,90029,16.44
La Maison,Caterers,2369 Morton Rd,Pittsburgh,Allegheny,PA,15241,1.75
La Mendocina LLC,Caterers,1437 Jefferson Heights Rd,Pittsburgh,Allegheny,PA,15235,3.02
La Michoacana,Mobile Food Services,609 Kishwaukee St,Rockford,Winnebago,IL,61104,14.43
La Michoacana,Snack and Nonalcoholic Beverage Bars,816 Walnut Square Blvd # 30,Dalton,Whitfield,GA,30721,6.66
La Mision Paso Del Norte ADC I,Caterers,1715 Saul Kleinfeld Dr,El Paso,El Paso,TX,79936,5.94
La Mobile Catering Inc,Caterers,13315 Imperial Hwy,Whittier,Los Angeles,CA,90605,2.31
La Mocana Cafeteria and Restaurant,"Cafeterias, Grill Buffets, and Buffets",1421 Broad St,Providence,Providence,RI,02905,2.36
"La Nela Bakery, LLC","Cafeterias, Grill Buffets, and Buffets",5303 S Watterson Trl,Louisville,Jefferson,KY,40291,15.36
La Onda Banquet Hall,Caterers,3044 S Highland Dr,Las Vegas,Clark,NV,89109,1.48
La Onda Catering Svc.,Caterers,1361 W Warm Springs Rd,Henderson,Clark,NV,89014,11.14
La Pachanga Catering,Caterers,3934 Cameo Dr,Oceanside,San Diego,CA,92056,7.69
La Paradida Del Tren J Cafe Express,"Cafeterias, Grill Buffets, and Buffets",931 Broadway,Brooklyn,Kings,NY,11206,12.97
La Pasadita,Caterers,24635 Madison Ave Ste B,Murrieta,Riverside,CA,92562,1.02
La Patrona Catering LLC,Caterers,637 Maple Ave APT 3,Elizabeth,Union,NJ,07202,1.44
La Pelotera Latin Food Truck Corp,Mobile Food Services,15019 Arbor Resv Cir,Tampa,Hillsborough,FL,33624,0.38
LA PIECE THE ROOM LLC,Caterers,322 W Main St Ste 123,Tilton,Belknap,NH,03276,9.49
La Pinita Snack,Snack and Nonalcoholic Beverage Bars,1108 Lincoln St,Laredo,Webb,TX,78040,10.95
La Piola,Caterers,1 Ocean Blvd,Kitty Hawk,Dare,NC,27949,13.80
La Place,"Cafeterias, Grill Buffets, and Buffets",111 8th Ave FL 11,New York,New York,NY,10011,4.42
La Portena Cafeteria,"Cafeterias, Grill Buffets, and Buffets",3150 NW 12th Ave,Miami,Miami-Dade,FL,33127,3.87
La Posaoa,Caterers,9607 Clancey Ave,Downey,Los Angeles,CA,90240,0.74
La Prieta Mexican Food & Catering,Caterers,5105 Kalispell St,Denver,Denver,CO,80239,6.85
"La Prima Food Group, Inc",Caterers,8424a Lee Hwy,Fairfax,Fairfax,VA,22031,15.18
La Princesa,Caterers,1431 E Dunlap Ave,Phoenix,Maricopa,AZ,85020,5.52
La Princesa,Caterers,1029 N Victor II Blvd,Morgan City,St. Mary,LA,70380,1.81
La Ripa Operations LLC,Caterers,819 W Armitage Ave,Chicago,Cook,IL,60614,6.71
La Roots Catering,Caterers,6047 Hackers Ln,Agoura Hills,Los Angeles,CA,91301,1.79
La Rosa Catering Inc.,Caterers,97 Stanley CT,North Haledon,Passaic,NJ,07508,6.76
La Ruedita,"Cafeterias, Grill Buffets, and Buffets",3140 W Pembroke Rd,Hallandale Beach,Broward,FL,33009,1.86
La Sala Banquet Center,Caterers,6840 N Rochester Rd,Rochester Hills,Oakland,MI,48306,1.44
La Salvadorena Pupusas LLC,Mobile Food Services,449 King St,Denver,Denver,CO,80204,0.48
La Scalla Restaurant,Caterers,106 Depot St,Dennis Port,Barnstable,MA,02639,1.86
La Seafood & Catering,Caterers,810 Allen Ave,Dundee,Polk,FL,33838,1.44
La Signature Cheesecakes & Catering LLC,Caterers,3935 Main St,Bridgeport,Fairfield,CT,06606,7.09
La Sirena Catering Inc,Caterers,1050 S J St APT 220,Oxnard,Ventura,CA,93030,0.99
La Sora Maria USA Corp,Mobile Food Services,1815 Purdy Ave,Miami Beach,Miami-Dade,FL,33139,0.76
La Spice LLC,Caterers,4357 Sepulveda Blvd,Culver City,Los Angeles,CA,90230,8.85
La Stanza,Caterers,615 N Mesquite St,Corpus Christi,Nueces,TX,78401,2.09
"La Surianita Catering Service, LLC",Caterers,212 S 21st Ave,Cornelius,Washington,OR,97113,2.36
La Table Catering,Caterers,1216 Wentwood Dr,Corinth,Denton,TX,76210,4.26
"La Table Du Chef, LLC",Caterers,220 Gatewood Oaks,Cibolo,Guadalupe,TX,78108,1.46
La Taqueria Catering LLC,Caterers,1314 Victoria St APT 202,Honolulu,Honolulu,HI,96814,6.52
La Terrazza LLC,Caterers,400 Alton Rd,Miami Beach,Miami-Dade,FL,33139,5.25
La Terrraza Inc,Caterers,111 Eckford Dr,Starkville,Oktibbeha,MS,39759,6.47
La TI Da Catering By Linda Atwood,Caterers,300 An County Road 4152,Palestine,Anderson,TX,75803,5.60
"La Tranquila, LP",Caterers,200 Congress Ave 19de,Austin,Travis,TX,78701,0.94
La Trocha Catering Inc.,Caterers,20422 SW 122nd CT,Miami,Miami-Dade,FL,33177,1.58
La Troi's Catering LLC,Caterers,2618 Delery St,New Orleans,Orleans,LA,70117,1.44
La Unica,Caterers,618 Kansas Ave,Kansas City,Wyandotte,KS,66105,8.75
La Unica,Caterers,6220 Kansas Ave,Kansas City,Wyandotte,KS,66111,8.28
"La Union Dos, Inc.",Caterers,2119 S Garnett Rd,Tulsa,Tulsa,OK,74129,3.64
La Vie Catering,Caterers,260 S Locust St,Denver,Denver,CO,80224,3.57
La Vier Cuisine,Caterers,21 Hyannis Cv,San Rafael,Marin,CA,94901,1.74
La Viga Culinary Inc,Caterers,2042 Broadway St,Redwood City,San Mateo,CA,94063,17.94
La Villa Conference and Banquet Center,Caterers,11500 Brookpark Rd,Cleveland,Cuyahoga,OH,44130,25.33
La Vonne's Lunch Wagon,Mobile Food Services,13033 County 27,Caledonia,Houston,MN,55921,0.74
La Vue Catering Inc,Caterers,3202 Emmons Ave,Brooklyn,Kings,NY,11235,4.48
La Wendy Cafeteria Corp,"Cafeterias, Grill Buffets, and Buffets",900 Ne 181st St,Miami,Miami-Dade,FL,33162,1.58
Laandres Catering,Caterers,4714 212th St SW APT 106,Mountlake Terrace,Snohomish,WA,98043,7.39
Laan's Catering LLC,Caterers,6400 N Ridge Blvd,Chicago,Cook,IL,60626,1.44
Lab Catering Ltd Liabili,Caterers,18 S Michigan Ave,Kenilworth,Union,NJ,07033,1.29
Labela Catering LLC,Caterers,191 Lockwood Ave,Stamford,Fairfield,CT,06902,1.44
"Labella Catering, Inc.",Caterers,9720 Paula Dr,River Ridge,Jefferson,LA,70123,7.47
"Labella's of Louisiana, L.L.C.",Caterers,2118 3rd St Jfferson Hwy Jefferson,Kenner,Jefferson,LA,70062,13.07
"Labelle Crowder Snacks, LLC",Mobile Food Services,9821 Precious Stone Dr,Wake Forest,Wake,NC,27587,13.72
"Labelle Winery, LLC",Caterers,345 State Route 101,Amherst,Hillsborough,NH,03031,4.41
Labello Catering Inc,Caterers,1214 Troy Schenectady Rd # 1,Latham,Albany,NY,12110,7.54
Labossiere's Delightful Catering Inc,Caterers,4617 7th St W,Lehigh Acres,Lee,FL,33971,1.73
Lacatergate,Caterers,8723 Meadow Rd,Downey,Los Angeles,CA,90242,2.31
La-Cava Inc,Caterers,32200 Chardon Rd,Willoughby Hills,Lake,OH,44094,20.43
Lace Doyleys Catering,Caterers,805 W Wolfram St,Chicago,Cook,IL,60657,1.21
Lace N' Latte's LLC,Mobile Food Services,16915 St Rt 302 Kpn,Gig Harbor,Pierce,WA,98329,2.55
Lacey's Catering,Caterers,59286 190th St,Wells,Faribault,MN,56097,2.11
Laceys Catering LLC,Caterers,10240 Chevy Chase Dr,New Orleans,Orleans,LA,70127,1.44
Lackmann and Lackmann Culinary Services,Caterers,7411 Fullerton St Ste 300,Jacksonville,Duval,FL,32256,1.44
Lackmann Culinary Services,Caterers,11011 SW 104th St,Miami,Miami-Dade,FL,33176,1.37
Lacour's Catering,Caterers,5974 Ardmore St,Houston,Harris,TX,77021,1.67
"Lacy and Wendy's Catering, LLC",Caterers,15760 N 78th Dr,Peoria,Maricopa,AZ,85382,7.55
Ladames Creative Cuisine,Caterers,13207 Calloway Glen Dr,Charlotte,Mecklenburg,NC,28273,0.86
Ladder 19 Catering LLC,Caterers,6447 Pepperell Ln,Cincinnati,Hamilton,OH,45236,1.66
"Ladelyo's Creole Catering, L.L.C.",Caterers,5108 Touro St,New Orleans,Orleans,LA,70122,5.60
Ladha Catering,Caterers,34 Phillips Rd,Somerset,Somerset,NJ,08873,5.33
Ladies Auxilary of Citizen's General Hospital,Snack and Nonalcoholic Beverage Bars,651 4th Ave,New Kensington,Westmoreland,PA,15068,7.43
Ladies Who Cater Limited Liability Company,Caterers,2075 Harbour Dr,Palmyra,Burlington,NJ,08065,1.44
Ladi's Catering LLC,Caterers,10224 Abington Way,Manassas,Manassas city,VA,20110,1.44
Ladonia Cafe LLC,Mobile Food Services,2313 Willard Ave,Madison,Dane,WI,53704,0.90
"Lady Fingers Catering, LLC",Caterers,417 Ortega Rd,Raleigh,Wake,NC,27609,1.44
Lady Fingers Gourmet Catering LLC,Caterers,67 Kings Hwy N,Westport,Fairfield,CT,06880,1.44
Lady Jays Catering Service LLC,Caterers,108 Autumn Leaf Dr,Martinsburg,Berkeley,WV,25401,1.30
"Lady J'S Catering, Inc.",Caterers,930 N Griffin St,Bismarck,Burleigh,ND,58501,41.40
Lady K'S Catering LLC,Caterers,18483 Wide Meadow Sq,Leesburg,Loudoun,VA,20176,2.60
Lady Lailtrice Shabby Chic Cateri,Caterers,219 N Dudley St,Greensboro,Guilford,NC,27401,4.97
"Lady Liberty Catering, LLC",Caterers,202 High Ridge Ave,Ridgefield,Fairfield,CT,06877,1.12
Lady L'S Catering,Caterers,2171 Ne 1st Way,Boynton Beach,Palm Beach,FL,33435,8.26
"Lady Luck Catering, L.L.C.",Caterers,1120 W 21st St,Houston,Harris,TX,77008,1.32
"Lady Lydia Gourmet & Catering, LLC",Caterers,2549 Jerome Ave Unit 512,Bronx,Bronx,NY,10468,7.64
Lady M Catering LLC,Caterers,2705 Victoria Blvd,Hampton,Hampton city,VA,23661,1.24
Lady Ms Neat Cafe & Catering,Caterers,1088 Old Gilliard Rd,Ridgeville,Dorchester,SC,29472,6.18
Lady Picosa LLC,Mobile Food Services,531 Hillside CT,San Antonio,Bexar,TX,78258,6.24
Lady Sienna Catering,Caterers,3900 Briargrove Ln # 12203,Dallas,Collin,TX,75287,1.12
Lady V'S Catering,Caterers,2010 N Riverview Cir,Albany,Dougherty,GA,31705,5.55
"Ladybug Catering, LLC",Caterers,1307 Lone Eagle Rd,Downingtown,Chester,PA,19335,0.73
Ladydychef Catering Service,Caterers,1029 Patrick Dr,Fayetteville,Cumberland,NC,28314,0.45
Ladyfingers Catering,Caterers,1 Earhart St,Cambridge,Middlesex,MA,02141,0.95
Ladyjanes Catering,Caterers,18301 W Meander Dr,Grayslake,Lake,IL,60030,1.56
Lafayette Gardens LLC,Caterers,9136 Rainbow Ln B,Sedro Woolley,Skagit,WA,98284,19.32
Laffittes Foods,Mobile Food Services,612 Bessie,Magnolia,Columbia,AR,71753,2.20
Lafontaine Culinary Arts Inc.,Caterers,12 Lind Dr,Middletown,Monmouth,NJ,07748,1.44
Laforum Cafe,"Cafeterias, Grill Buffets, and Buffets",1665 Palm Bch Lakes Blvd,West Palm Beach,Palm Beach,FL,33401,3.24
Lafran Catering Corp.,Caterers,209 Pine St,Freeport,Nassau,NY,11520,7.01
"Lafrontera, Inc.","Cafeterias, Grill Buffets, and Buffets",201 S 1300 E,Salt Lake City,Salt Lake,UT,84102,46.92
Lagana Catering LLC,Caterers,2609 Ne 111th St,Vancouver,Clark,WA,98686,3.44
Lagniappe Catering,Caterers,3821 Narron Dr SW,Atlanta,Fulton,GA,30331,10.44
"Lagniappe Catering Services, LLC",Caterers,26402 Roland Rd,Murrieta,Riverside,CA,92563,6.90
Lagniappe Hospitality and Catering LLC,Caterers,1000 Saint Ann St,New Orleans,Orleans,LA,70116,1.44
Lagniapple Liquid Catering and Bartending Service,Caterers,1465 Airline Dr,Bossier City,Bossier,LA,71112,3.42
"Lago, Inc.",Caterers,345 1st St Ste 105,Lake Oswego,Clackamas,OR,97034,10.04
Lagos Restaurant and Catering Services,Caterers,1859 McDougal Ter,El Cajon,San Diego,CA,92021,0.62
Laguna Smoothie Shack,Snack and Nonalcoholic Beverage Bars,501 W Northshore Dr 200,Glendale,Milwaukee,WI,53217,7.52
