prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
60617,High,5051,Limited-Service Restaurants,KS,2972,18000,105 Pizza LLC,Limited-Service Restaurants,10540 S Ridgeview Rd,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,20435,33000,126 Pizza LLC,Limited-Service Restaurants,11111 W 95th St Ste 252,Overland Park,Johnson,KS,66214
60617,High,5051,Limited-Service Restaurants,KS,12317,24000,133 Coffee LLC,Limited-Service Restaurants,1109 Dearborn St,Baldwin City,Douglas,KS,66006
60617,High,5051,Limited-Service Restaurants,KS,15086,33000,1350 Deli Par Inc,Limited-Service Restaurants,101 S Avenue A,Moundridge,McPherson,KS,67107
13922,In-Range,1160,Full-Service Restaurants,KS,6936,20352,183 Lanes,Full-Service Restaurants,906 S Cedar St,Stockton,Rooks,KS,67669
2921,In-Range,243,Caterers,KS,2856,20352,2 Chefs Catering LLC,Caterers,1178 SW Wayne Ave,Topeka,Shawnee,KS,66604
2921,In-Range,243,Caterers,KS,8153,8153,20th Century Center,Caterers,536 N Broadway Ave,Wichita,Sedgwick,KS,67214
60617,High,5051,Limited-Service Restaurants,KS,22168,33000,21st Century Entertainment Inc,Limited-Service Restaurants,122 E Main St,Chanute,Neosho,KS,66720
13922,In-Range,1160,Full-Service Restaurants,KS,6192,27136,24/40 Roadside Cafe,Full-Service Restaurants,2611 N 157th Ter,Basehor,Leavenworth,KS,66007
13922,In-Range,1160,Full-Service Restaurants,KS,12748,27136,2425 Damon Drive LLC,Full-Service Restaurants,4343 Westlake CT,Bel Aire,Sedgwick,KS,67220
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,2hot2handle Bbq Kc LLC,Full-Service Restaurants,1535 N 55th St,Kansas City,Wyandotte,KS,66102
60617,High,5051,Limited-Service Restaurants,KS,2606,12000,31st Phat Burgers Inc,Limited-Service Restaurants,331 W 31st St S,Wichita,Sedgwick,KS,67217
13922,In-Range,1160,Full-Service Restaurants,KS,10027,23744,4 Legs Up Inc.,Full-Service Restaurants,637 E Lakeview Dr,Great Bend,Barton,KS,67530
60617,High,5051,Limited-Service Restaurants,KS,5779,30528,526 Main LLC,Limited-Service Restaurants,526 E Main St,Gardner,Johnson,KS,66030
13922,In-Range,1160,Full-Service Restaurants,KS,12167,33920,54 Catering & Diner,Full-Service Restaurants,724 W 2nd St,Pratt,Pratt,KS,67124
13922,High,1160,Full-Service Restaurants,KS,2879,2879,56 Smokehouse LLC,Full-Service Restaurants,1227 W Noble St,Lyons,Rice,KS,67554
60617,High,5051,Limited-Service Restaurants,KS,5294,5294,8 Below Derby LLC,Limited-Service Restaurants,1821 E Madison Ave # 1100,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,12317,24000,8 Flavors LLC,Limited-Service Restaurants,2210 Iowa St,Lawrence,Douglas,KS,66046
13922,In-Range,1160,Full-Service Restaurants,KS,57589,105152,801 Chophouse Lea LLC,Full-Service Restaurants,11616 Ash St,Leawood,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,9000,40704,888 Cafe LLC,Full-Service Restaurants,10118 W 119th St,Shawnee Mission,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,A Little Taste LLC,Full-Service Restaurants,13258 242nd Rd,Winfield,Cowley,KS,67156
2921,In-Range,243,Caterers,KS,38640,49500,A Most Excellent Catering Adventure Inc.,Caterers,10940 Parallel Pkwy K29,Kansas City,Wyandotte,KS,66109
13922,In-Range,1160,Full-Service Restaurants,KS,13750,30528,A Taste of Home LLC,Full-Service Restaurants,306 S E St,Herington,Dickinson,KS,67449
13922,In-Range,1160,Full-Service Restaurants,KS,7528,44096,ABC Cafe Inc.,Full-Service Restaurants,9815 Kessler St,Overland Park,Johnson,KS,66212
60617,In-Range,5051,Limited-Service Restaurants,KS,35171,120000,Abe & Jake's Landing LLC,Limited-Service Restaurants,8 E 6th St,Lawrence,Douglas,KS,66044
13922,In-Range,1160,Full-Service Restaurants,KS,6822,30528,Abj's Cruiser Cafe,Full-Service Restaurants,215 N Liberty St,Cherryvale,Montgomery,KS,67335
2921,In-Range,243,Caterers,KS,70952,156032,Aca Catering LLC,Caterers,312 E Nelson St,Edgerton,Johnson,KS,66021
2921,In-Range,243,Caterers,KS,2879,16960,Accountable Eats Catering Co.,Caterers,604 S Pike St,Sublette,Haskell,KS,67877
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Acquired Taste LLC,Full-Service Restaurants,12009 High Dr,Leawood,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Ad Adstra Food & Drink,Full-Service Restaurants,318 Cottonwood St,Strong City,Chase,KS,66869
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Ad Astra Restaurant Group LLC,Full-Service Restaurants,318 Cottonwood St,Strong City,Chase,KS,66869
13922,In-Range,1160,Full-Service Restaurants,KS,40870,74624,Ad Astra Restaurants Inc.,Full-Service Restaurants,13905 Hayes St,Overland Park,Johnson,KS,66221
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Aed Enterprises LLC,Limited-Service Restaurants,3615 W 95th St,Overland Park,Johnson,KS,66206
60617,High,5051,Limited-Service Restaurants,KS,2879,2879,Aggieville Pita Inc,Limited-Service Restaurants,716 N Manhattan Ave,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,33890,33890,Airport Steak House Inc,Full-Service Restaurants,1100 Airport Rd,Hutchinson,Reno,KS,67501
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Ajp Enterprises LLC,Limited-Service Restaurants,25474 Hatchell Rd,Tonganoxie,Leavenworth,KS,66086
60617,High,5051,Limited-Service Restaurants,KS,47386,57000,Aj's Pizzeria,Limited-Service Restaurants,1930 SW Westport Dr,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,52856,52856,Aj's Pizzeria,Limited-Service Restaurants,301 Poyntz Ave,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,30792,30792,Aladdin Cafe,Full-Service Restaurants,1021 Massachusetts St,Lawrence,Douglas,KS,66044
13922,High,1160,Full-Service Restaurants,KS,6618,6618,Alazanes Mexican Restaurant & Cantina LL,Full-Service Restaurants,14893 Metcalf Ave,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,5100,40704,Albero Cafe,Full-Service Restaurants,4811 E Central Ave,Wichita,Sedgwick,KS,67208
60617,In-Range,5051,Limited-Service Restaurants,KS,38490,75000,Alchemy Coffee & Bake House LLC,Limited-Service Restaurants,1901 Massachusetts St,Lawrence,Douglas,KS,66046
2921,In-Range,243,Caterers,KS,13626,30528,All Occasion Catering,Caterers,2107 SE California Ave,Topeka,Shawnee,KS,66605
13922,In-Range,1160,Full-Service Restaurants,KS,23100,101760,All Slabbed Up Bbq LLC,Full-Service Restaurants,24229 172nd St,Leavenworth,Leavenworth,KS,66048
2921,In-Range,243,Caterers,KS,2124,13568,All Star Catering,Caterers,11184 Antioch Rd,Overland Park,Johnson,KS,66210
13922,In-Range,1160,Full-Service Restaurants,KS,17529,37312,All Things Bbq,Full-Service Restaurants,115 N Osage St,Wichita,Sedgwick,KS,67203
13922,In-Range,1160,Full-Service Restaurants,KS,15935,15935,All Things Bbq LLC,Full-Service Restaurants,818 W Douglas Ave,Wichita,Sedgwick,KS,67203
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Allegro Cafe,Full-Service Restaurants,300 N Mead St Ste 108,Wichita,Sedgwick,KS,67202
13922,High,1160,Full-Service Restaurants,KS,9603,9603,Aloha Chopstix,Full-Service Restaurants,4316 Rainbow Blvd,Kansas City,Wyandotte,KS,66103
60617,In-Range,5051,Limited-Service Restaurants,KS,52374,69606,Alta Prairie Inc,Limited-Service Restaurants,1228 Westloop Pl,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,19862,39000,Amanda's Bakery & Bistro L.L.C.,Limited-Service Restaurants,302 N Broadway St,Abilene,Dickinson,KS,67410
13922,In-Range,1160,Full-Service Restaurants,KS,6535,30528,Amandas Bakery & Cafe LLC,Full-Service Restaurants,702 Commercial St Ste 1f,Emporia,Lyon,KS,66801
2921,In-Range,243,Caterers,KS,7025,33920,Ambrosia Catering of Kc LLC,Caterers,8104 Grandview St,Overland Park,Johnson,KS,66204
13922,In-Range,1160,Full-Service Restaurants,KS,11148,50880,American Dining Ventures LLC,Full-Service Restaurants,102 E 12th St,Pleasanton,Linn,KS,66075
60617,In-Range,5051,Limited-Service Restaurants,KS,59694,169600,American Pizza Partners,Limited-Service Restaurants,7700 E Polo Dr,Wichita,Sedgwick,KS,67206
60618,In-Range,5051,Limited-Service Restaurants,KS,324220,471900,American Seafood Partners L.P.,Limited-Service Restaurants,3020 N Cypress St Ste 100,Wichita,Sedgwick,KS,67226
60617,In-Range,5051,Limited-Service Restaurants,KS,54757,87000,Americrown Concessions At,Limited-Service Restaurants,400 Speedway Blvd,Kansas City,Wyandotte,KS,66111
13922,In-Range,1160,Full-Service Restaurants,KS,23857,64448,Amigos,Full-Service Restaurants,234 E Franklin St,Pomona,Franklin,KS,66076
13922,In-Range,1160,Full-Service Restaurants,KS,10558,33920,Amigo's Grill & Cantina LLC,Full-Service Restaurants,2737 S 47th St,Kansas City,Wyandotte,KS,66106
60617,High,5051,Limited-Service Restaurants,KS,23903,45000,Amy's Pizza Place,Limited-Service Restaurants,1401 Mundell Dr,Mulvane,Sedgwick,KS,67110
60617,High,5051,Limited-Service Restaurants,KS,13341,27000,Ana's Burger Shack LLC,Limited-Service Restaurants,2500 Farm Bureau Rd # 359,Manhattan,Riley,KS,66502
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Anchor Grill Mexican Restaurant,Full-Service Restaurants,528 E 30th Ave,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,3167,21000,Andersen Family Restaurants LLC,Full-Service Restaurants,312 N Main St,Kingman,Kingman,KS,67068
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Anderson's Bar-B-Que Restaurant,Full-Service Restaurants,130 Grant Ave,Junction City,Geary,KS,66441
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Andre Bollier Ltd,Full-Service Restaurants,4929 W 119th St,Overland Park,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,18577,33920,Anita's LLC,Full-Service Restaurants,5816 Merriam Dr,Merriam,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,4179,23744,Anna Maes,Full-Service Restaurants,11529 Bradshaw St,Overland Park,Johnson,KS,66210
13922,In-Range,1160,Full-Service Restaurants,KS,25018,25018,Annette's Country Kitchen,Full-Service Restaurants,314 Main St,Barnard,Lincoln,KS,67418
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Ann's Diner LLC,Full-Service Restaurants,916 Monroe St,Lyndon,Osage,KS,66451
60617,High,5051,Limited-Service Restaurants,KS,6604,6604,Antioch Subway LLC,Limited-Service Restaurants,11011 Antioch Rd Ste 100,Overland Park,Johnson,KS,66210
13922,In-Range,1160,Full-Service Restaurants,KS,5449,27136,Antojitos El Barbas,Full-Service Restaurants,601 E 4th Ave,Hutchinson,Reno,KS,67501
13922,In-Range,1160,Full-Service Restaurants,KS,5660,33920,Antojitos Mexicanos El Sol,Full-Service Restaurants,490 McCall Rd,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,14862,27136,Aoyama Point Hot Pot,Full-Service Restaurants,8327 W 135th St,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,AP Restaurant Group LLC,Full-Service Restaurants,7700 E Polo Dr,Wichita,Sedgwick,KS,67206
13943,In-Range,1162,Full-Service Restaurants,KS,2760,1377425,Apple Corps LP,Full-Service Restaurants,1877 N Rock Rd,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,276000,339200,Applebee's International Inc.,Full-Service Restaurants,2912 S 4th St,Leavenworth,Leavenworth,KS,66048
13922,In-Range,1160,Full-Service Restaurants,KS,165600,203520,Applebee's International Inc.,Full-Service Restaurants,6800 Johnson Dr,Shawnee Mission,Johnson,KS,66202
13922,In-Range,1160,Full-Service Restaurants,KS,193200,237440,Applebee's International Inc.,Full-Service Restaurants,11500 W 63rd St,Shawnee Mission,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,40870,74624,Applebee's Neighborhood Grill & Bar Rest,Full-Service Restaurants,11201 Renner Blvd,Lenexa,Johnson,KS,66219
60617,In-Range,5051,Limited-Service Restaurants,KS,8118,66000,Arby's,Limited-Service Restaurants,1 S Hedge Ln,Paola,Miami,KS,66071
60617,High,5051,Limited-Service Restaurants,KS,43428,43428,Arby's,Limited-Service Restaurants,10930 Parallel Pkwy,Kansas City,Wyandotte,KS,66109
60617,High,5051,Limited-Service Restaurants,KS,7714,45000,Arby's,Limited-Service Restaurants,11419 E 21st St N 7944,Wichita,Sedgwick,KS,67206
60617,In-Range,5051,Limited-Service Restaurants,KS,7913,66000,Arby's,Limited-Service Restaurants,15021 Metcalf Ave,Overland Park,Johnson,KS,66223
60617,In-Range,5051,Limited-Service Restaurants,KS,7865,66000,Arby's,Limited-Service Restaurants,200 E Cloud Ave,Andover,Butler,KS,67002
60617,High,5051,Limited-Service Restaurants,KS,18577,18577,Arby's,Limited-Service Restaurants,22410 W 66th St,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,17788,36000,Arby's,Limited-Service Restaurants,405 McCall Rd,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,27630,27630,Arby's,Limited-Service Restaurants,421 Windward Dr,Newton,Harvey,KS,67114
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Arby's,Limited-Service Restaurants,4815 S Washington Ave,Wichita,Sedgwick,KS,67216
60617,High,5051,Limited-Service Restaurants,KS,41540,41540,Arby's,Limited-Service Restaurants,600 Tulip Dr,Bonner Springs,Wyandotte,KS,66012
60617,In-Range,5051,Limited-Service Restaurants,KS,8643,66000,Arby's,Limited-Service Restaurants,720 E Chestnut St,Junction City,Geary,KS,66441
60617,High,5051,Limited-Service Restaurants,KS,7803,57000,Arbys Restaurant,Limited-Service Restaurants,13790 S Blackbob Rd,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,28907,28907,Arbys Restaurant,Limited-Service Restaurants,1707 W Central Ave,El Dorado,Butler,KS,67042
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Arbys Restaurant,Limited-Service Restaurants,5930 SW Huntoon St,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,32612,32612,Arbys Roast Beef,Limited-Service Restaurants,326 Southwind Pl,Manhattan,Riley,KS,66503
60617,High,5051,Limited-Service Restaurants,KS,28789,28789,Arbys Roast Beef Restaurants,Limited-Service Restaurants,2711 W US Highway 50,Emporia,Lyon,KS,66801
13922,High,1160,Full-Service Restaurants,KS,2245,2245,ARI Delights LLC,Full-Service Restaurants,19003 W 167th Ter,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,32422,39000,Arkam Inc,Limited-Service Restaurants,124 N Clairborne Rd,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Arkam Inc,Limited-Service Restaurants,7404 Nieman Rd,Shawnee,Johnson,KS,66203
60617,High,5051,Limited-Service Restaurants,KS,18577,30000,Arkam Inc,Limited-Service Restaurants,8397 Melrose Dr,Overland Park,Johnson,KS,66214
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Armando's Mexican Grill,Full-Service Restaurants,117 E Ross St,Clearwater,Sedgwick,KS,67026
60617,High,5051,Limited-Service Restaurants,KS,49880,60000,Army & Air Force Exchange Service,Limited-Service Restaurants,111 Reynolds Ave,Fort Leavenworth,Leavenworth,KS,66027
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Army & Air Force Exchange Service,Limited-Service Restaurants,330 Kansas Ave,Fort Leavenworth,Leavenworth,KS,66027
13922,High,1160,Full-Service Restaurants,KS,5518,5518,Around The Corner,Full-Service Restaurants,102 S Washington Ave,Iola,Allen,KS,66749
2921,In-Range,243,Caterers,KS,11155,23744,Artistic Options Catering,Caterers,2345 S Grove St,Wichita,Sedgwick,KS,67211
13922,In-Range,1160,Full-Service Restaurants,KS,12314,54272,Asa Restaurant LLC,Full-Service Restaurants,10229 Millstone Dr # 3307,Lenexa,Johnson,KS,66220
13922,In-Range,1160,Full-Service Restaurants,KS,6769,30528,Ashner Family L.P.,Full-Service Restaurants,3612 W 141st St,Leawood,Johnson,KS,66224
13922,In-Range,1160,Full-Service Restaurants,KS,5688,27136,Asia One,Full-Service Restaurants,8017 E Clay St,Wichita,Sedgwick,KS,67207
13922,In-Range,1160,Full-Service Restaurants,KS,6430,23744,Asian Breeze LLC,Full-Service Restaurants,6010 Nieman Rd,Shawnee,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,55200,67840,Asian Cafe,Full-Service Restaurants,2135 SW Gage Blvd,Topeka,Shawnee,KS,66614
13922,In-Range,1160,Full-Service Restaurants,KS,13235,27136,Asian Palace,Full-Service Restaurants,7948 W 151st St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,11049,30000,Atchison Fried Chicken,Limited-Service Restaurants,405 Utah Ave,Atchison,Atchison,KS,66002
60617,In-Range,5051,Limited-Service Restaurants,KS,68247,141000,Athens Custard Operations LLC,Limited-Service Restaurants,621 Westport Blvd,Salina,Saline,KS,67401
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,623700,Atlantic Development Corp of Pennsylvania Inc,Limited-Service Restaurants,1445 N Rock Rd Ste 200,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,4988,9900,Atqi Partners LLC 1,Limited-Service Restaurants,2000 W 31st St Ste A,Lawrence,Douglas,KS,66046
13922,High,1160,Full-Service Restaurants,KS,2469,13568,Au' Dean's Den,Full-Service Restaurants,113 E Spring Ave,Conway Springs,Sumner,KS,67031
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Aungkabar Sushi LLC,Full-Service Restaurants,8900 W 93rd St,Overland Park,Johnson,KS,66212
13922,In-Range,1160,Full-Service Restaurants,KS,16654,37312,Aunt Netters LLC,Full-Service Restaurants,511 E 7th St,Lecompton,Shawnee,KS,66050
60617,High,5051,Limited-Service Restaurants,KS,6724,33000,Auntie Em's Deli & Bakery Inc,Limited-Service Restaurants,2311 Wakarusa Dr Ste D,Lawrence,Douglas,KS,66047
13922,In-Range,1160,Full-Service Restaurants,KS,14700,33920,Auntie M'S,Full-Service Restaurants,626 N Main St,Russell,Russell,KS,67665
60617,High,5051,Limited-Service Restaurants,KS,4965,24000,Aurora Shaved Ice L.L.C.,Limited-Service Restaurants,8650 E US Highway 24,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,59694,150000,Austin Taco LLC,Full-Service Restaurants,7700 E Polo Dr,Wichita,Sedgwick,KS,67206
13922,High,1160,Full-Service Restaurants,KS,11529,11529,AVI Sea Bar Chophouse,Full-Service Restaurants,135 N Waco St,Wichita,Sedgwick,KS,67202
13922,In-Range,1160,Full-Service Restaurants,KS,55200,67840,Aztec Foods Inc,Full-Service Restaurants,8615 W 95th St,Shawnee Mission,Johnson,KS,66212
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,B K111888,Full-Service Restaurants,11919 S Strang Line Rd,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,3960,39000,B Rose Inc.,Limited-Service Restaurants,310 N Cottonwood St,Iola,Allen,KS,66749
13922,In-Range,1160,Full-Service Restaurants,KS,9588,40704,Baan Thai Restaurant,Full-Service Restaurants,1709 Fort Riley Blvd,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,18685,39000,Back Door Pizza,Limited-Service Restaurants,120 W Union St,Rush Center,Rush,KS,67575
13922,In-Range,1160,Full-Service Restaurants,KS,6985,30528,Backfire Barbeque,Full-Service Restaurants,10220 W 87th St,Overland Park,Johnson,KS,66212
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Backyard Bbq L.L.C.,Full-Service Restaurants,515 Arthur St,Clay Center,Clay,KS,67432
13922,In-Range,1160,Full-Service Restaurants,KS,9141,23744,Backyard Wood X-Pressions,Full-Service Restaurants,515 W Parallel St,Conway Springs,Sumner,KS,67031
13922,In-Range,1160,Full-Service Restaurants,KS,12300,27136,Bai Pho Thai Massage LLC,Full-Service Restaurants,1218 S 4th St,Leavenworth,Leavenworth,KS,66048
2921,In-Range,243,Caterers,KS,3067,3067,Ball Conference Center,Caterers,21350 W 153rd St,Olathe,Johnson,KS,66061
2921,In-Range,243,Caterers,KS,9289,16960,Bam Catering LLC,Caterers,13609 W 75th CT,Shawnee,Johnson,KS,66216
13922,In-Range,1160,Full-Service Restaurants,KS,14728,37312,Bamboo,Full-Service Restaurants,100 E Forest Ave,Girard,Crawford,KS,66743
13922,In-Range,1160,Full-Service Restaurants,KS,19271,44096,Bamboo Buffet,Full-Service Restaurants,2304 Stagg Hill Rd,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Bamboo Pittsburg,Full-Service Restaurants,808 N Broadway St,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,12051,30528,Bamboo Restaurants LLC,Full-Service Restaurants,724 E 520th Ave,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,4613,24000,Banana Bakery & Ice Cream Inc,Limited-Service Restaurants,14726 E 9th St N,Wichita,Sedgwick,KS,67230
13922,High,1160,Full-Service Restaurants,KS,1644,3392,Bangkok Pavilion Restaurant,Full-Service Restaurants,7249 W 97th St,Overland Park,Johnson,KS,66212
13922,High,1160,Full-Service Restaurants,KS,3021,13568,Banh MI To Go LLC,Full-Service Restaurants,2430 S Laurel St,Wichita,Sedgwick,KS,67210
13922,In-Range,1160,Full-Service Restaurants,KS,14342,30528,Banh Thai Restaurant,Full-Service Restaurants,6249 E 21st St N Ste 123,Wichita,Sedgwick,KS,67208
13922,In-Range,1160,Full-Service Restaurants,KS,23732,23732,Banner of Beloit Inc,Full-Service Restaurants,720 N Bell St,Beloit,Mitchell,KS,67420
